player_id,player_name,position,mean,std,p10,p25,p50,p75,p90,risk_adjusted_0.5,risk_adjusted_1.0,p_positive,realized_career_vorp,anchor_season,inside_50,inside_80
00-0024243,M.Lewis,TE,44.66561358508685,80.10885305715837,0.0,0.0,0.0,61.68719046074065,192.6538807822828,-40.054426528579185,-80.10885305715837,0.349,0.0,2017,true,true
00-0024264,K.Clemens,QB,0.19217708150997379,2.0893846646075422,0.0,0.0,0.0,0.0,0.0,-1.0446923323037711,-2.0893846646075422,0.016,0.0,2017,true,true
00-0024268,A.Fasano,TE,2.242485141504634,9.094563807388436,0.0,0.0,0.0,0.0,1.1007784776471612,-4.547281903694218,-9.094563807388436,0.108,0.0,2017,true,true
00-0024334,B.Marshall,WR,22.90930267445147,56.7999627347433,0.0,0.0,0.0,0.0,115.21483521514159,-28.39998136737165,-56.7999627347433,0.206,0.0,2017,true,true
00-0024389,D.Walker,TE,232.50919128188946,199.4505066958654,0.0,0.0,309.97304743915504,423.40046681830745,470.30844451620754,210.24779409122232,110.52254074328962,0.648,0.0,2017,true,true
00-0024535,E.Weems,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,true,true
00-0025394,A.Peterson,RB,20.081726925763043,51.193441069289406,0.0,0.0,0.0,0.0,93.3304082851932,-25.596720534644703,-51.193441069289406,0.197,87.56702556094353,2017,false,true
00-0025396,T.Ginn,WR,75.3275555755109,103.57731804155591,0.0,0.0,0.0,180.21474536528143,242.3814038408129,-51.788659020777956,-103.57731804155591,0.448,0.0,2017,true,true
00-0025399,M.Lynch,RB,36.71357781945333,62.613486276630226,0.0,0.0,0.0,64.2727044107798,144.37305809016866,-31.306743138315113,-62.613486276630226,0.35,0.0,2017,true,true
00-0025418,G.Olsen,TE,74.17978902994608,107.48572278798335,0.0,0.0,0.0,150.61965800249675,257.5043885512866,-53.742861393991674,-107.48572278798335,0.454,29.459357277882788,2017,true,true
00-0025430,D.Stanton,QB,0.9757838928272968,7.271198560666449,0.0,0.0,0.0,0.0,0.0,-3.6355992803332247,-7.271198560666449,0.044,0.0,2017,true,true
00-0025549,B.Celek,TE,4.652175088647684,16.770987102628283,0.0,0.0,0.0,0.0,5.780590535688619,-8.385493551314141,-16.770987102628283,0.127,0.0,2017,true,true
00-0025708,M.Moore,QB,1.60005983585588,11.68418410149266,0.0,0.0,0.0,0.0,0.0,-5.84209205074633,-11.68418410149266,0.051,0.0,2017,true,true
00-0026019,D.Woodhead,RB,69.94553346950404,151.89087280411542,0.0,0.0,0.0,4.562317015955569,344.50210086170637,-75.94543640205771,-151.89087280411542,0.258,0.0,2017,true,true
